item,subgraph_count,subgraph_list,subgraph_code_list
<http://www.wikidata.org/entity/Q25181009>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25209737>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28234929>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28255971>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28272172>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28309331>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28309586>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28309909>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28310590>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28311092>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28311738>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28313646>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q29890215>,2,house|architectural structure,Q3947|Q811979
<http://www.wikidata.org/entity/Q35312336>,2,river|stream,Q4022|Q47521
<http://www.wikidata.org/entity/Q7334966>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q12058481>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q1702752>,2,human settlement|village,Q486972|Q532
<http://www.wikidata.org/entity/Q18770426>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q19535309>,2,"literary work|version, edition, or translation",Q7725634|Q3331189
<http://www.wikidata.org/entity/Q20538045>,2,hamlet|human settlement,Q5084|Q486972
<http://www.wikidata.org/entity/Q21340092>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q21651059>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q21964041>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q21965708>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q23690676>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q23700707>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q23726116>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q24842148>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q24879410>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q24883504>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q24977057>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25023980>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25024592>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25119505>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28078091>,2,literary work|scholarly article,Q7725634|Q13442814
<http://www.wikidata.org/entity/Q28234251>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28272136>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28282243>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28312193>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28312288>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28312567>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28313684>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28314495>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28314698>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q3254627>,2,Wikimedia list article|position,Q13406463|Q4164871
<http://www.wikidata.org/entity/Q4229998>,2,Wikimedia disambiguation page|family name,Q4167410|Q101352
<http://www.wikidata.org/entity/Q4240085>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q108010949>,2,"version, edition, or translation|scholarly article",Q3331189|Q13442814
<http://www.wikidata.org/entity/Q12119430>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q13029437>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q15694861>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q16695798>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q21579760>,2,hamlet|human settlement,Q5084|Q486972
<http://www.wikidata.org/entity/Q21918604>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q22408818>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q23702015>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q23783840>,2,church building|architectural structure,Q16970|Q811979
<http://www.wikidata.org/entity/Q24826572>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q24847279>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q24880701>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q24912597>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q24992505>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25048488>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25270774>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28228674>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28230970>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28234214>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28234540>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28258800>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28309781>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28310318>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28310473>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28311727>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28312499>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q29674778>,2,church building|architectural structure,Q16970|Q811979
<http://www.wikidata.org/entity/Q29787067>,2,church building|architectural structure,Q16970|Q811979
<http://www.wikidata.org/entity/Q3919391>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q4347625>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q4379144>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q4528983>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q5614819>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q6544176>,2,hamlet|human settlement,Q5084|Q486972
<http://www.wikidata.org/entity/Q717742>,2,island|mountain,Q23442|Q8502
<http://www.wikidata.org/entity/Q106407800>,2,building|architectural structure,Q41176|Q811979
<http://www.wikidata.org/entity/Q11976481>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q12011447>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q12110018>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q12830630>,2,human settlement|village,Q486972|Q532
<http://www.wikidata.org/entity/Q13359451>,2,human settlement|village,Q486972|Q532
<http://www.wikidata.org/entity/Q16708621>,2,human settlement|hamlet,Q486972|Q5084
<http://www.wikidata.org/entity/Q18345278>,2,Wikimedia list article|position,Q13406463|Q4164871
<http://www.wikidata.org/entity/Q20447025>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q20571289>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q20664159>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q21343338>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q21865933>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q23688224>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q23700018>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q23705610>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q23708718>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q23811215>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q24849739>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25012865>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25050145>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25050230>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25160809>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25296666>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28054355>,2,stream|river,Q47521|Q4022
<http://www.wikidata.org/entity/Q28229961>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28233519>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28234459>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28245823>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28257725>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28266626>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28310157>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28310664>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28311306>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q3068506>,2,church building|building,Q16970|Q41176
<http://www.wikidata.org/entity/Q34818887>,2,"Wikinews article|version, edition, or translation",Q17633526|Q3331189
<http://www.wikidata.org/entity/Q4482251>,2,human settlement|hamlet,Q486972|Q5084
<http://www.wikidata.org/entity/Q4508105>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q6548325>,2,human settlement|hamlet,Q486972|Q5084
<http://www.wikidata.org/entity/Q89923152>,2,encyclopedia article|biographical article,Q13433827|Q19389637
<http://www.wikidata.org/entity/Q11873287>,2,building|church building,Q41176|Q16970
<http://www.wikidata.org/entity/Q13134215>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q1334518>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q13651507>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q13653005>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q19183686>,2,"version, edition, or translation|literary work",Q3331189|Q7725634
<http://www.wikidata.org/entity/Q20447913>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q23704141>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q24795011>,2,clinical trial|scholarly article,Q30612|Q13442814
<http://www.wikidata.org/entity/Q24880769>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24954319>,2,village in India|human settlement,Q56436498|Q486972
<http://www.wikidata.org/entity/Q24989399>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25024096>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25024533>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25050252>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25177095>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25253417>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25290788>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28227035>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28233839>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28249035>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28309957>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28311223>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28313236>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q29574448>,2,architectural structure|church building,Q811979|Q16970
<http://www.wikidata.org/entity/Q29890605>,2,architectural structure|church building,Q811979|Q16970
<http://www.wikidata.org/entity/Q3433780>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q59340064>,2,"version, edition, or translation|scholarly article",Q3331189|Q13442814
<http://www.wikidata.org/entity/Q63247008>,2,"version, edition, or translation|scholarly article",Q3331189|Q13442814
<http://www.wikidata.org/entity/Q7566388>,2,river|stream,Q4022|Q47521
<http://www.wikidata.org/entity/Q7707071>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q100235756>,2,"album|version, edition, or translation",Q482994|Q3331189
<http://www.wikidata.org/entity/Q13032388>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q13664283>,2,human settlement|village,Q486972|Q532
<http://www.wikidata.org/entity/Q16714355>,2,hamlet|human settlement,Q5084|Q486972
<http://www.wikidata.org/entity/Q16724199>,2,hamlet|human settlement,Q5084|Q486972
<http://www.wikidata.org/entity/Q18477505>,2,Wikimedia list article|business,Q13406463|Q4830453
<http://www.wikidata.org/entity/Q20538584>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q21069381>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q21965340>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q23697856>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q23698168>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q23702099>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q24827337>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24829563>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24843291>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24884827>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24983019>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25023598>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25033792>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25048229>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25068579>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25122261>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25281697>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28058202>,2,Wikimedia list article|position,Q13406463|Q4164871
<http://www.wikidata.org/entity/Q28231095>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28233533>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28233663>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28234026>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28257097>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28285143>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28309436>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28309864>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28310174>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28310761>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28311619>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q29882707>,2,house|architectural structure,Q3947|Q811979
<http://www.wikidata.org/entity/Q31419203>,2,hill|family name,Q54050|Q101352
<http://www.wikidata.org/entity/Q4169723>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q45922421>,2,street|village,Q79007|Q532
<http://www.wikidata.org/entity/Q5803876>,2,human settlement|village,Q486972|Q532
<http://www.wikidata.org/entity/Q60745995>,2,building|house,Q41176|Q3947
<http://www.wikidata.org/entity/Q6597909>,2,Wikimedia list article|position,Q13406463|Q4164871
<http://www.wikidata.org/entity/Q9163674>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q9366445>,2,stream|river,Q47521|Q4022
<http://www.wikidata.org/entity/Q104590959>,2,taxon|Wikimedia disambiguation page,Q16521|Q4167410
<http://www.wikidata.org/entity/Q12831429>,2,human settlement|village,Q486972|Q532
<http://www.wikidata.org/entity/Q13493321>,2,human settlement|village,Q486972|Q532
<http://www.wikidata.org/entity/Q13664141>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q16152713>,2,album|film,Q482994|Q11424
<http://www.wikidata.org/entity/Q20575205>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q21336885>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q21964061>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q21965381>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q23699285>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q24833021>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q24842274>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q24855472>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q24992743>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25005697>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25022203>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25026821>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25033430>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25094060>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25298696>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25309311>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28196004>,2,scholarly article|clinical trial,Q13442814|Q30612
<http://www.wikidata.org/entity/Q28226697>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28226737>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28226902>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28232727>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28241087>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28289348>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28309135>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28310168>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28311176>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28311843>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28872058>,2,"version, edition, or translation|scholarly article",Q3331189|Q13442814
<http://www.wikidata.org/entity/Q3536879>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q455779>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q5847740>,2,human settlement|village,Q486972|Q532
<http://www.wikidata.org/entity/Q79838176>,2,"version, edition, or translation|literary work",Q3331189|Q7725634
<http://www.wikidata.org/entity/Q97625159>,2,human settlement|village,Q486972|Q532
<http://www.wikidata.org/entity/Q12261102>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q1279737>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q13423528>,2,church building|architectural structure,Q16970|Q811979
<http://www.wikidata.org/entity/Q19895327>,2,human settlement|village in India,Q486972|Q56436498
<http://www.wikidata.org/entity/Q21983575>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q23689216>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q24837964>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24850024>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q24881105>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24886928>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q24920687>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q25023580>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q25048619>,2,watercourse|river,Q355304|Q4022
<http://www.wikidata.org/entity/Q28174751>,2,clinical trial|scholarly article,Q30612|Q13442814
<http://www.wikidata.org/entity/Q28230080>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28231123>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28233117>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28233243>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28233370>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28258151>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28271891>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28310141>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28310280>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28311404>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q28314510>,2,hill|mountain,Q54050|Q8502
<http://www.wikidata.org/entity/Q29883005>,2,church building|architectural structure,Q16970|Q811979
<http://www.wikidata.org/entity/Q29883499>,2,house|architectural structure,Q3947|Q811979
<http://www.wikidata.org/entity/Q29933070>,2,church building|architectural structure,Q16970|Q811979
<http://www.wikidata.org/entity/Q31825636>,2,stream|river,Q47521|Q4022
<http://www.wikidata.org/entity/Q34820241>,2,"Wikinews article|version, edition, or translation",Q17633526|Q3331189
<http://www.wikidata.org/entity/Q4298133>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q4322753>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q4402368>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q59240962>,2,"literary work|version, edition, or translation",Q7725634|Q3331189
<http://www.wikidata.org/entity/Q59510592>,2,literary work|scholarly article,Q7725634|Q13442814
<http://www.wikidata.org/entity/Q80014260>,2,painting|item of collection or exhibition,Q3305213|Q18593264
<http://www.wikidata.org/entity/Q93558306>,2,painting|print,Q3305213|Q11060274
<http://www.wikidata.org/entity/Q11775154>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q11890841>,2,island|village,Q23442|Q532
<http://www.wikidata.org/entity/Q13637146>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q15219324>,2,river|stream,Q4022|Q47521
<http://www.wikidata.org/entity/Q1631319>,2,Wikimedia disambiguation page|family name,Q4167410|Q101352
<http://www.wikidata.org/entity/Q21964132>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q23691524>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q23697015>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q23705029>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q24034072>,2,human settlement|village,Q486972|Q532
<http://www.wikidata.org/entity/Q24824517>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q24824622>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q24830593>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q24847599>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q24855138>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q2488144>,2,hill|street,Q54050|Q79007
<http://www.wikidata.org/entity/Q25012159>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25019180>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25023882>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25026848>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25033926>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25278172>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25289180>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q27853147>,2,clinical trial|scholarly article,Q30612|Q13442814
<http://www.wikidata.org/entity/Q28227240>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28228110>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28232956>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28233842>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28257076>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28310310>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28310577>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28312234>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28312842>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q29784413>,2,church building|architectural structure,Q16970|Q811979
<http://www.wikidata.org/entity/Q29883070>,2,church building|architectural structure,Q16970|Q811979
<http://www.wikidata.org/entity/Q4265470>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q5394575>,2,island|village,Q23442|Q532
<http://www.wikidata.org/entity/Q5399603>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q7205623>,2,hamlet|village,Q5084|Q532
<http://www.wikidata.org/entity/Q95656454>,2,"Wikimedia list article|version, edition, or translation",Q13406463|Q3331189
<http://www.wikidata.org/entity/Q1267964>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q16708155>,2,human settlement|hamlet,Q486972|Q5084
<http://www.wikidata.org/entity/Q16711970>,2,human settlement|hamlet,Q486972|Q5084
<http://www.wikidata.org/entity/Q18387844>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q21976874>,2,island|village,Q23442|Q532
<http://www.wikidata.org/entity/Q22090225>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q2231072>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q23687901>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q23688569>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q23697976>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q23701813>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q24843703>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q24983015>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q24997069>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25021916>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25023539>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25024019>,2,river|watercourse,Q4022|Q355304
<http://www.wikidata.org/entity/Q25178538>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25290729>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q25377920>,2,Wikimedia disambiguation page|Wikimedia list article,Q4167410|Q13406463
<http://www.wikidata.org/entity/Q28226975>,2,mountain|hill,Q8502|Q54050
<http://www.wikidata.org/entity/Q28227207>,2,mountain|hill,Q8502|Q54050
