item,count,itemLabel
Q544997,6,Marasmiaceae
Q17252981,6,Salicornia maritima
Q1811239,6,Lecanora muralis
Q10561004,6,Libertella
Q1194885,6,Black-striped capuchin
Q1529926,6,Mentzelia laevicaulis
Q652608,6,Byttnerioideae
Q5168952,6,Coprosma baueri
Q2305465,6,Lyophyllum connatum
Q5445601,6,Ferula tingitana
Q3314670,6,Black-chested sparrow
Q2240824,6,Mycale microsigmatosa
Q685459,6,Agrias claudina
Q15521501,6,Acosmium bijugum
Q149726,6,Lepidium ruderale
Q1441641,6,Rufous-winged Fulvetta
Q1030003,6,Agonidae
Q2662801,6,Dicliptera
Q5851947,6,Euphorbia umbellata
Q2879302,6,Dotted Tanager
Q635430,6,Lestes sponsa
Q15492711,6,Magnolia lacei
Q972087,6,Poecilus cupreus
Q1765003,6,Brazilian spiny tree-rat
Q15602172,6,Senecio ragonesei
Q157770,6,Brachypodium
Q1043290,6,Long-tailed Woodcreeper
Q38751973,6,Vernonia lilacina
Q2519015,6,Parasola plicatilis
Q1072424,6,Dark-spotted frog
Q17398228,6,Cuscuta micrantha
Q16034682,6,Haslea ostrearia
Q4118545,6,Lupinus littoralis
Q1037324,6,Oriental Leaf-toed Gecko
Q1038245,6,Colchicum arenarium
Q1368946,6,Hymenocallis
Q20907634,6,Enhydra lutris kenyoni
Q15584061,6,Helichrysum thapsus
Q3169075,6,Navanax
Q695344,6,Whitetip reef shark
Q854856,6,Blue-winged Kookaburra
Q104415113,6,Zea mays mays
Q3021774,6,Alternaria radicina
Q2601373,6,hooktooth dogfish
Q4394827,6,Rhytismataceae
Q15378350,6,Sapium glandulosum
Q146623,6,Galactites tomentosus
Q2127844,6,Euryhaliotrema lovejoyi
Q10319698,6,Lopezia
Q942225,6,Eysenhardtia
Q1474903,6,Furcraea selloa
Q1585606,6,Pirre Warbler
Q647533,6,Cotingidae
Q7321138,6,Rhododendron fulgens
Q4516705,6,Arthromysis magellanica
Q814408,6,Fraxinus pallisiae
Q2701636,6,Stigmatochromis modestus
Q1058200,6,Charybdis japonica
Q5332433,6,Echinacea atrorubens
Q2037366,6,Arnoliseus calcarifer
Q2197343,6,Thorectandra choanoides
Q356184,6,Adenostemma brasilianum
Q1672260,6,Ipomoea squamosa
Q1274571,6,Albertine Owlet
Q1380289,6,Demetrias
Q9002121,6,Harpagophytum
Q1883136,6,Sanzinia madagascariensis
Q3055693,6,Ephedra gerardiana
Q4477392,6,Chlorotocus crassicornis
Q4959177,6,Ficus auriculata
Q17746549,6,Verbascum niveum
Q19888183,6,Bruckenthalia
Q2054262,6,Plexaura flavida
Q4021740,6,Daphnia galeata
Q15516584,6,Astragalus hirtulus
Q1576480,6,Angolan slender mongoose
Q104395433,6,Pterocladia capillacea
Q10420067,6,Aspergillus stellatus
Q840758,6,Lardizabalaceae
Q3333186,6,Dysauxes punctata
Q3480215,6,Arion lusitanicus
Q2211834,6,Pseudoeurycea nigromaculata
Q5746022,6,Hesperomys
Q54962337,6,Streptomyces lohii
Q1935991,6,Walsura
Q15331908,6,Isodon scoparius
Q24095,6,Chondrocladia lyra
Q2523867,6,Leccinellum crocipodium
Q1499312,6,Asphodeline lutea
Q2341328,6,Andrena clarkella
Q15508733,6,Billbergia buchholtzii
Q5976306,6,Ligusticum lucidum
Q1272557,6,Chestnut-winged Chachalaca
Q6402600,6,Khostalestes kochetkovi
Q2284149,6,Andaman Cuckooshrike
Q26034,6,Carduelis cannabina
Q10464095,6,Cyberlindnera jadinii
Q15490965,6,Potosia kusibabiana
Q26290907,6,Streptomyces longisporoflavus
Q638220,6,Arctomecon humilis
Q17767955,6,Hylotelephium caucasicum
Q1380884,6,Apodemia mormo
Q15601184,6,Senecio madrensis
Q3296642,6,Eastern chimpanzee
Q2067403,6,Streptopus amplexifolius
Q2191138,6,Gigantolina magna
Q22287089,6,Streptomyces cheonanensis
Q27075865,6,Spinus dominicensis
Q5414066,6,Euryops chrysanthemoides
Q746722,6,Romanogobio ciscaucasicus
Q7843395,6,Argissa hamatipes
Q1261360,6,Salvin's Albatross
Q5049891,6,Castilleja applegatei
Q1271188,6,Henna-capped Foliage-gleaner
Q5504141,6,Toona calantas
Q12844016,6,Prunus jacquemontii
Q659486,6,Deudorix epijarbas
Q958901,6,Tahitian Red-billed Rail
Q1314980,6,Arctia villica
Q1931542,6,Abralia steindachneri
Q60520363,6,Aspergillus micronesiensis
Q15339925,6,Quercus microphylla
Q14156927,6,Blyth's Shrike Babbler
Q104391684,6,Ascochyta rabiei
Q1519619,6,green chromide
Q159458,6,Parapholis
Q21246767,6,Castela texana
Q644036,6,Allobates olfersioides
Q1485921,6,Debregeasia
Q2780529,6,Leptomazocraes orientalis
Q145329,6,Linum narbonense
Q2285144,6,Theonella mirabilis
Q2222927,6,Akko rossi
Q31492,6,Coronidium boormanii
Q3817224,6,Canalipalpata
Q104858771,6,Rhododendron triflorum bauhiniiflorum
Q15574963,6,Ageratina viscosa
Q1265896,6,Sooty Albatross
Q2277919,6,Sarcophyton gemmatum
Q15397617,6,Miconia stenostachya
Q2491577,6,Melinna palmata
Q17565717,6,Mesua myrtifolia
Q132935,6,Osteostraci
Q1603060,6,Conus ardisiaceus
Q1470645,6,Hairy-tailed mole
Q15489414,6,Plocama calabrica
Q796243,6,Salvia corrugata
Q1202704,6,Sun-tailed monkey
Q6382476,6,Keckiella cordifolia
Q1992587,6,Chromis alta
Q643527,6,Elephantulus edwardii
Q2112540,6,Suberea mollis
Q1852198,6,Cochabamba chrysopleura
Q1303333,6,Caenolestes
Q2206592,6,Acanthobothrium urotrygoni
Q1312048,6,Perizoma hydrata
Q1439913,6,Caucasian salamander
Q630103,6,Syringa tomentella
Q15602935,6,Senecio propinquus
Q1761400,6,Leptosia
Q2331766,6,Prognichthys brevipinnis
Q1549111,6,Bombylius major
Q275163,6,Sunda clouded leopard
Q3211594,6,Epicauta immaculata
Q2189311,6,Troides helena
Q498555,6,Haplochromis howesi
Q574913,6,Cream-breasted Fruit Dove
Q15890892,6,Botryotinia
Q613293,6,Anilocra pomacentri
Q1763765,6,Central American dwarf squirrel
Q2189419,6,Laemophloeus biguttatus
Q15503853,6,Paspalidium geminatum
Q309329,6,Northern grass mouse
Q2181861,6,Hispellinus albertisii
Q1548367,6,Greater sac-winged bat
Q15557551,6,Aristea compressa
Q863136,6,Hoogerwerf's Pheasant
Q2706724,6,Alepes melanoptera
Q15543938,6,Trigonella grandiflora
Q4672926,6,Spinomantis aglavei
Q1255793,6,Thalictrum foetidum
Q2714202,6,Haplophyllum
Q132763,6,Ustilaginomycetes
Q15383995,6,Tovomita krukovii
Q4093605,6,Aconitum nasutum
Q289271,6,Taenia serialis
Q5033749,6,Rhipidocotyle capitata
Q1316082,6,Chestnut Sparrow
Q635479,6,Saxifraga virginiensis
Q91471061,6,Scleromitrion diffusum
Q495156,6,Hodgson's bat
Q3302841,6,Cassinopsis
Q5269877,6,Goezia ascaroides
Q10448077,6,Chalara
Q1640769,6,Hyoseris lucida
Q146355,6,Hohenbergiopsis guatemalensis
Q131417,6,Diapensiaceae
Q1765058,6,Pseuderesia
Q17249509,6,Polyspora ceylanica
Q2335983,6,Scopelarchus analis
Q104415457,6,Antiaris toxicaria africana
Q26285120,6,Serratia liquefaciens
Q23964,6,Aloe irafensis
Q276581,6,Crenicichla sedentaria
Q2149322,6,Gaevskajatrema halosauropsi
Q14554941,6,Asphodelaceae
Q1765832,6,Pteropus mariannus
Q15572789,6,Oligochaeta divaricata
Q48271,6,Aglaia saltatorum
Q814413,6,Papaver pilosum
Q2197873,6,Aphelasterias japonica
Q21323975,6,Medicago rigiduloides
Q3832510,6,Limnophila heterophylla
Q9657931,6,Byrrhus
Q15604548,6,Dioscorea sylvatica
Q7701570,6,Terana
Q607098,6,Scarus longipinnis
Q570703,6,Cerambyx cerdo
Q1949952,6,Phytoecia
Q21877587,6,Thapsia foetida
Q1440111,6,Fowlerichthys
Q2102727,6,Polyarthra
Q2262272,6,Zeuxapta taylori
Q3012900,6,Corbula
Q1338609,6,Garibaldi
Q1083045,6,Flightless dung beetle
Q2250828,6,Neosiphonia superstes
Q6684830,6,Lotoria lotoria
Q311740,6,Pouched lamprey
Q5234283,6,Heisteria maguirei
Q2319976,6,Platybothrium cervinum
Q603427,6,Pundamilia macrocephala
Q15596408,6,Florestina platyphylla
Q15235073,6,Rhododendron ochraceum var. brevicarpum
Q2046407,6,Cissus
Q1604756,6,Hemiclepsis marginata
Q1270918,6,Rufous-rumped Foliage-gleaner
Q2900277,6,Betula cordifolia
Q15552880,6,Senecio atratus
Q2152687,6,Heterocotyle minima
Q283978,6,Neptunea antiqua
Q3648795,6,Polyrhachis gagates
Q8066467,6,Atergatis roseus
Q13400439,6,Levinsenia reducta
Q30113451,6,Potosiomima
Q2640662,6,Cystoderma carcharias
Q17526657,6,Garcinia smeathmannii
Q269116,6,Puerto Rican Emerald
Q2319120,6,Ambulyx tenimberi
Q11323886,6,Euphorbia sieboldiana
Q882690,6,Erythrinus erythrinus
Q1062775,6,Chapman's Swift
Q15344693,6,Diospyros evena
Q104388380,6,Wedelia silphioides
Q5228595,6,Hastula inconstans
Q2649901,6,Aloe castanea
Q474600,6,Blood-vein
Q522939,6,Lion's mane jellyfish
Q157863,6,Potamogeton crispus
Q4223163,6,Trifolium lappaceum
Q735178,6,Cinnamon Bracken Warbler
Q5510997,6,Mastacembelus favus
Q391768,6,Haplochromis cinctus
Q1984270,6,Monascus filiformis
Q140714,6,Heliodinidae
Q909217,6,Gymnopus peronatus
Q840807,6,Salvia jurisicii
Q1280561,6,Echinopsis formosa
Q15341423,6,Diospyros obliquifolia
Q15562240,6,Mikania lindbergii
Q10336314,6,Neoplatytaenia
Q27977951,6,Anabates
Q3753784,6,Frullania
Q5852891,6,Seegeriella
Q8066207,6,Zanha golungensis
Q7164831,6,Penstemon attenuatus
Q74253,6,Capoetobrama kuschakewitschi
Q2224205,6,Plain Greenbul
Q24849841,6,Ferula feruloides
Q6024189,6,Moricandia arvensis
Q15586759,6,Tagetes rupestris
Q936057,6,Arkys walckenaeri
Q5178198,6,Coursetia
Q2628364,6,Haliotrema spinicirrus
Q3237373,6,Caddo madtom
Q2387330,6,Green-tailed Bristlebill
Q10319778,6,Lorostemon
Q2337333,6,Ekemblemaria myersi
Q1272771,6,Yucatan Poorwill
Q1311644,6,Baetica ustulata
Q17746134,6,Scrophularia racemosa
Q5092563,6,Chersonesia risa
Q10747540,6,Choerades nigrescens
Q15951571,6,Townsendia
Q14168340,6,Prochristianella heteracantha
Q15600822,6,Senecio polyodon
Q5411020,6,Potamonautes emini
Q1840634,6,Saranaca elegans
Q607858,6,Whitehead's Swiftlet
Q954138,6,Grevillea striata
Q1351051,6,Northwestern garter snake
Q2593204,6,Telorhynchus astrocongeri
Q5139367,6,Cochliobolus heterostrophus
Q17135912,6,Peucedanum decumbens
Q15596945,6,Xanthorrhoea latifolia
Q882764,6,Calypogeia azurea
Q6074541,6,Phycomycetes
Q15369504,6,Parinari parilis
Q15336995,6,Geranium reinii
Q10684448,6,Ptilinopus alligator
Q1260318,6,Madagascar Snipe
Q21855435,6,Pachliopta aristolochiae
Q1713388,6,Jungermannia atrovirens
Q3402333,6,Preptotheria
Q4452852,6,Takhtajaniantha pusilla
Q2705397,6,Phasmahyla exilis
Q7197512,6,Piptocarpha
Q150409,6,Aloe megalacantha
Q2877487,6,Opsariichthys bidens
Q4448224,6,Cyperoideae
Q1186042,6,Coix
Q6422434,6,Ctenopoma muriei
Q2199613,6,Xyrichtys novacula
Q1462289,6,Lilium eupetes
Q3703567,6,Aldania thisbe
Q1559876,6,Isolatocereus dumortieri
Q955646,6,Bodianus bimaculatus
Q2708612,6,Ternstroemia
Q4682654,6,Ischnocnema henselii
Q1833480,6,Northern Broad-nosed Bat
Q104096328,6,Parmelia cetrata
Q15462725,6,Aristolochia coryi
Q1148167,6,Cyphanthera tasmanica
Q2654918,6,Polystichum braunii
Q5762181,6,Odontesthes hatcheri
Q18095828,6,Philopterus
Q21163121,6,Fagus sylvatica 'Purpurea'
Q306776,6,Akodon bogotensis
Q250699,6,Triglidae
Q10623084,6,Penicillium variabile
Q867682,6,Brimstone moth
Q22285239,6,Streptomyces fenghuangensis
Q5457252,6,Knema hookeriana
Q11818529,6,Pistana eurypharyngis
Q9640741,6,Avicennia schaueriana
Q5837685,6,Bangana dero
Q3335955,6,Rhododendron insigne
Q21327890,6,Pseudocorynus mediocris
Q3228992,6,Leersia hexandra
Q2275896,6,Bicolored frog
Q177442,6,Echium lusitanicum
Q7103802,6,Orontioideae
Q5034068,6,Mobula rochebrunei
Q391798,6,Agave mckelveyana
Q27075855,6,Linaria johannis
Q1907021,6,Symphurus plagusia
Q1765019,6,Mountain ground squirrel
Q2637927,6,Ammodendron
Q1763401,6,Angolan Epauletted Fruit Bat
Q1308070,6,Conus hieroglyphus
Q10881597,6,Sophora japonica
Q5279730,6,Dipetalogaster maxima
Q7159284,6,Pediococcus acidilactici
Q105005419,6,Zizyphus mauritiana
Q1313107,6,Sebastidae
Q1041006,6,Platycerus caprea
Q6065262,6,Ipomoea lacunosa
Q1411489,6,Cardamine heptaphylla
Q15359116,6,Salvia fugax
Q7625524,6,Strychnos pungens
Q2164386,6,Pseudosuberites hyalinus
Q1650961,6,Glyphis glyphis
Q1034960,6,Brown Dipper
Q22287107,6,Streptomyces cinnabarinus
Q12218320,6,Ononis fruticosa
Q513224,6,Spotted Eagle-Owl
Q1265741,6,Roraiman Flycatcher
Q5271771,6,Diaphorina citri
Q15334640,6,Fuchsia ovalis
Q4740152,6,Amaranthus acanthochiton
Q1532912,6,Heniochus monoceros
Q8068537,6,Zehneria baueriana
Q15599753,6,Senecio polyanthemoides
Q9344520,6,Senecio macrophyllus
Q2119431,6,Orsonwelles torosus
Q15594133,6,Cirsium carolinianum
Q861520,6,Halimodendron
Q2231374,6,Phenacoscorpius megalops
Q5435425,6,Pappobolus lehmannii
Q15575951,6,Othonna sedifolia
Q2863305,6,Arnica griscomii
Q4672148,6,Acartia (Acartiura) omorii
Q7851345,6,Tudorella sulcata
Q429940,6,Mitromorpha nigricingulata
Q1810957,6,Chromodoris quadricolor
Q131609,6,Mayaca
Q1406355,6,Carya glabra
Q2053060,6,Setipinna tenuifilis
Q28880,6,sixgill sawshark
Q15232317,6,Viburnum lobophyllum
Q12844017,6,Prunus cornuta
Q1587231,6,Turdus poliocephalus
Q14082239,6,Leptacis ariadne
Q767947,6,Malimbus
Q3175298,6,Marstonia ogmorhaphe
Q1036840,6,Black-and-rufous Swallow
Q46088,6,Agriopis aurantiaria
Q3235231,6,Argyrosomus thorpei
Q948675,6,Giganthias immaculatus
Q2212262,6,Round-tongued floating frog
Q15504260,6,Scilla madeirensis
Q1455091,6,Lasius alienus
Q2280526,6,Hamatopeduncularia malayanus
Q795249,6,Haplochromis saxicola
Q1757936,6,Azanus jesous
Q26292479,6,Streptomyces scabiei
Q3368248,6,Aricidea (Acmira) lopezi
Q842207,6,Pseudoalteromonas
Q4811223,6,Astragalus didymocarpus
Q3429460,6,Rhinophrynidae
Q15350683,6,Plectranthus defoliatus
Q1923414,6,Chestnut-crowned Bush Warbler
Q4045835,6,Onthophagus coenobita
Q7166854,6,Pera
Q1344865,6,Scutellaria sieberi
Q7132528,6,Papaver setigerum
Q284187,6,Blood-coloured Woodpecker
Q4117836,6,Phlomis purpurea
Q6550672,6,Bradyidius pacificus
Q6546914,6,Ligusticum porteri
Q5175877,6,Cotula australis
Q1456751,6,Vulpia myuros
Q684877,6,Astrocaryum vulgare
Q1722339,6,Sesleria albicans
Q2133716,6,Coleocentrus excitator
Q2538910,6,Boraginales
Q795498,6,Moluccan Megapode
Q2089040,6,Steven's goby
Q658363,6,Chestnut-naped Antpitta
Q5199329,6,Cylindrospermopsis raciborskii
Q311348,6,Anolis
Q6553092,6,Trifolium palaestinum
Q18114985,6,Lathridius
Q2018820,6,Briareum excavata
Q2414533,6,Mazocraeoides dussumieri
Q17244180,6,Streblus elongatus
Q1498073,6,Spotted giant flying squirrel
Q3499521,6,Chlorurus gibbus
Q44917693,6,Baccharis magellanica
Q4300307,6,Ergasilus cyprinaceus
Q420271,6,Haplochromis empodisma
Q2341099,6,Euplexaura anastomosans
Q2390514,6,Albula argentea
Q55101529,6,Ceratodictyon spongiosum
Q1643638,6,Calochortus venustus
Q998006,6,Calamobius filum
Q8255644,6,Callionymus fasciatus
Q2661527,6,Hypoestes
Q2332942,6,Spiracanthus bovichthys
Q2823520,6,Green stink bug
Q1082208,6,Lessonia
Q1259605,6,Plain Inezia
Q678184,6,Psylla
Q40573,6,slender weasel shark
Q2246556,6,Palpimanus paroculus
Q2321487,6,Archistes plumarius
Q3318730,6,Zipper sandskate
Q23288,6,Petauridae
Q15353359,6,Geissospermum laeve
Q11086493,6,Viburnum odoratissimum var. awabuki
Q795511,6,Helmeted Friarbird
Q3727652,6,Chinese Leaf Warbler
Q2085703,6,Agelas nemoechinata
Q2227206,6,Urena
Q2247194,6,Opilio parietinus
Q1314162,6,Woodsia
Q1129673,6,Rhododendron occidentale
Q2064903,6,Morpho cypris
Q42244412,6,Amansia glomerata
Q2086352,6,Hippoglossina tetrophthalma
Q15601168,6,Senecio subsessilis
Q158380,6,Iberis
Q4661821,6,Atrax robustus
Q15599011,6,Florestina latifolia
Q27314,6,Sorubim elongatus
Q159831,6,Cochlearia anglica
Q1390366,6,Fabiana densa
Q510792,6,Puerto Rican Amazon
Q1075355,6,Poecile
Q1532576,6,Zonitoides nitidus
Q1768421,6,Tarija Akodont
Q4178299,6,Philodina
Q1634528,6,Saxifraga vandellii
Q1307509,6,Xanthogaleruca luteola
Q109586213,6,Buccinum margaritiferum
Q15600915,6,Senecio nutans
Q21155470,6,Calliandra tergemina var. emarginata
Q26292825,6,Streptomyces staurosporininus
Q28922042,6,Striated Babbler
Q2373541,6,Flamingo tongue snail
Q26896793,6,Xylonomycetes
Q853548,6,Pseudis bolbodactyla
Q7841026,6,Trichostema
Q6820657,6,Mertensia ciliata
Q1979229,6,Setipinna phasa
Q164452,6,Heliotropium europaeum
Q5194465,6,Cuphea hyssopifolia
Q72629,6,Eumalacostraca
Q9297232,6,Telanthophora
Q18520535,6,Bulbodacnitis
Q10666783,6,Seuratia
Q4116860,6,Malva nicaeensis
Q7450426,6,Senecio serra
Q9022842,6,Liparis cordifolia
Q15595609,6,Asarum yaeyamense
Q3089763,6,Long-billed Thrush
Q29290756,6,Sargassum lacerifolium
Q12252818,6,Black-browed Tit
Q15367038,6,Sideritis rubriflora
Q1259223,6,Slender-billed Inezia
Q1585962,6,Grey-collared Oriole
Q7579281,6,Sporothrix
Q2690031,6,Gonocercella trachinoti
Q1645407,6,Trite planiceps
Q2201419,6,Iliocirrus mazlini
Q795512,6,Banggai Crow
Q10656246,6,Rocinela
Q159587,6,Raphanus sativus subsp. niger
Q590718,6,Bactrocera
Q1934567,6,Lactarius aurantiacus
Q1833011,6,Tomes's Sword-nosed Bat
Q2243880,6,Luzon fanged frog
Q338060,6,Strongylocentrotidae
Q1259907,6,Bulgaria inquinans
Q762933,6,D'Anchieta's fruit bat
Q67378546,6,Leptolyngbya ectocarpi
Q949250,6,Phyllidia ocellata
Q192817,6,Bearded Reeding
Q600779,6,Paramo Seedeater
Q150419,6,Aloe massawana
Q1274189,6,Giant Wood Rail
Q2105025,6,Rhytisma fulvum
Q15630327,6,Bellida graminea
Q987596,6,Arthrospira
Q241198,6,Flying Steamer Duck
Q777454,6,Arlequinus krebsi
Q1188385,6,Bruce's Green Pigeon
Q1301415,6,Palawan Blue Flycatcher
Q3938411,6,Zoanthus pulchellus
Q657630,6,Cobalt-winged Parakeet
Q578492,6,Bulla
Q55476,6,Hyperoliidae
Q54984259,6,Eurymycter fasciatus
Q3933891,6,Thysanopoda
Q3171877,6,Cittarium pica
Q1333257,6,Golden-rumped elephant shrew
Q2165012,6,Monocotyle ancylostomae
Q2447429,6,Munnopsurus atlanticus
Q15603857,6,Siphocampylus verticillatus
Q263374,6,Melolobium subspicatum
Q140046,6,Triplofusus giganteus
Q1297550,6,bramble shark
Q1550693,6,Laccophilus minutus
Q2491752,6,Actinopyga echinites
Q1108406,6,Melanostomias tentaculatus
Q863293,6,Prinia
Q44182,6,Gollum galaxias
Q2414825,6,Myripristis
Q12846085,6,Acroptilon repens
Q10510147,6,Guanomyces polythrix
Q945438,6,Priolepis
Q10438613,6,Nephroma parile
Q10440357,6,Calophya mammifex
Q1041812,6,Glyptothorax trilineatus
Q2649984,6,Aloe gariepensis
Q1768909,6,Large-scaled mosaic-tailed rat
Q1039119,6,Ussuri Sharpbelly
Q109369109,6,Gyraria
Q2042082,6,Aysha boraceia
Q1066116,6,Quercus falcata
Q28830481,6,Poospiza garleppi
Q8345378,6,Chimarrhis
Q104838406,6,Senecio tauricolus
Q2422232,6,Entoloma rhodopolium
Q100711550,6,Barra
Q15474921,6,Lathyrus tremolsianus
Q194365,6,Gray-bellied caenolestid
Q2158009,6,Acanthella pulcherrima
Q2276558,6,Haraldmeier's mantella
Q2401845,6,Atherinomorus endrachtensis
Q4170074,6,Lacinularia
Q1045130,6,Cynoglossus lida
Q131289,6,Berberidopsidaceae
Q2537603,6,Apios
Q685703,6,Colchicum luteum
Q1054600,6,Seram bandicoot
Q5476351,6,Podocarpus purdieanus
Q2579709,6,Omobranchus elegans
Q1632556,6,Photobacterium
Q2226296,6,Bare-eyed White-eye
Q3788222,6,Macoma inquinata
Q7197343,6,Platanthera elongata
Q1294361,6,Physochlaina orientalis
Q2041355,6,Bryaninops natans
Q15467498,6,Chamaecrista mimosoides
Q1238751,6,Teucrium brevifolium
Q4037207,6,Dendrobium polyanthum
Q2668617,6,Anoplocotyloides chorrillensis
Q15333514,6,Fuchsia ferreyrae
Q5222020,6,Lepironia
Q1308414,6,Conus insculptus
Q698551,6,Tufted Tit-Tyrant
Q21297762,6,Senecio heterotrichus
Q3724961,6,Encephalartos concinnus
Q454829,6,Feline coronavirus
Q713212,6,Metarhizium
Q162410,6,Melica uniflora
Q2259196,6,Blumenbachia insignis
Q3062132,6,Pachydactylus geitje
Q28122836,6,Zapornia paykullii
Q304206,6,Velvety Fruit-eating Bat
Q2718198,6,Pterobothrium hawaiiense
Q21237169,6,Anisacanthus virgularis
Q1889087,6,Prochristianella butlerae
Q902135,6,Sarcodon
Q91249650,6,Anemonastrum richardsonii
Q15551617,6,Brickellia microphylla
Q3487883,6,Hypomyces chrysospermus
Q2230225,6,Sphyraena waitii
Q2227852,6,Sinularia rigida
Q25991,6,Aepus marinus
Q15556793,6,Tanacetum larvatum
Q2597964,6,Acmella
Q469524,6,Prunus americana
Q4476611,6,Gennadas scutatus
Q15527185,6,Walsura pinnata
Q40487,6,whitetip weasel shark
Q1366816,6,Narangodes
Q503716,6,Adenomus kandianus
Q15248598,6,Rhododendron longipes
Q5487724,6,Nabalus
Q149605,6,Bixa
Q5173761,6,Corynebacterium matruchotii
Q2554744,6,Merluccius bilinearis
Q22019793,6,Cornu aspersum
Q1548239,6,Common Darter
Q2282649,6,Callorhynchocotyle hydrolagi
Q1262147,6,Chuck-will's-widow
Q785144,6,Cidaris
Q13862777,6,Mulinia pontchartrainensis
Q15471012,6,Artemisia armeniaca
Q15396873,6,Alstonia sphaerocapitata
Q938062,6,Microhierax
Q102165583,6,Hamigera avellanea
Q1146006,6,Cuscuta palaestina
Q1435436,6,Aeshna isoceles
Q5122076,6,Cirsium undulatum
Q1829698,6,Spotted free-tailed bat
Q3234832,6,Buff-throated Warbler
Q2208418,6,Topsentia pachastrelloides
Q468560,6,Quail-dove
Q22665882,6,Streptomyces halstedii
Q22285993,6,Penicillium viridicatum
Q10626473,6,Phanerodontia chrysosporium
Q1830164,6,golden bat
Q134451,6,Memecylaceae
Q2735029,6,Psychodomorpha
Q142404,6,Pseudotriakidae
Q137136,6,Brachypelma vagans
Q11066045,6,Corydalis heterocarpa
Q309109,6,Andean Rat
Q11045924,6,Arenga engleri
Q5667478,6,Gobiocichla wonderi
Q843346,6,Mauritius Kestrel
Q839350,6,Clitellata
Q5790316,6,Pogostemon stellatus
Q499461,6,goblin shark
Q2113774,6,Prototheca zopfii
Q5368479,6,Elymus canadensis
Q311397,6,Salmo rhodanensis
Q4038144,6,Epilachna
Q301019,6,European river lamprey
Q49629417,6,Goniocloeus bimaculatus
Q15235752,6,Luculia pinceana
Q2274901,6,Cuban spotted toad
Q1369327,6,Grant's zebra
Q2213306,6,Jorunna funebris
Q18452297,6,Taraxacum sect. Ruderalia
Q15602162,6,Senecio tenuifolius
Q2698800,6,Cheilochromis euchilus
Q2247467,6,Dasyscyphella nivea
Q3375203,6,Stichophthalma
Q15325722,6,Glossocarya scandens
Q140409,6,Spotted jelly
Q1746104,6,Primula glutinosa
Q18601038,6,Pelagibacter
Q15570993,6,Acritopappus longifolius
Q45808,6,Aloe mandotoensis
Q10622893,6,Penicillium canescens
Q1639951,6,Sceliphron spirifex
Q5017541,6,Bathyraja scaphiops
Q2866401,6,Asclepias albicans
Q1591714,6,Haworthia arachnoidea
Q10512270,6,Triaenophorus
Q2331346,6,Ammodytoides pylei
Q16952603,6,Polaromonas
Q15463835,6,Aristolochia acutifolia
Q10895724,6,Peucedanum morisonii
Q12065824,6,Picralima nitida
Q15383321,6,Ilex pseudovaccinium
Q82247,6,Eulimidae
Q6658465,6,Goniolimon
Q12195597,6,Matricaria aurea
Q1115176,6,Hypselodoris
Q882965,6,Hispaniolan Amazon
Q13876463,6,Nassarius dentifer
Q1263350,6,Gould's Frogmouth
Q3257607,6,Lobariaceae
Q5481033,6,Vitex cooperi
Q1543506,6,Neophilaenus lineatus
Q15593608,6,Senecio cunninghamii
Q300994,6,Dusky dolphin
Q903030,6,Moustached Antpitta
Q7226735,6,Brassica rapa var. majalis
Q235822,6,Polyprion americanus
Q1275531,6,Savile's Bustard
Q4984715,6,Buddleja salviifolia
Q151065,6,Salvia broussonetii
Q670027,6,Calothamnus quadrifidus
Q3272419,6,Eunicea succinea
Q113218,6,Mourning Collared Dove
Q1840541,6,Cottus hangiongensis
Q26293246,6,Streptomyces vinaceusdrappus
Q6547871,6,Lilium catesbaei
Q1948480,6,Penicillium funiculosum
Q1354955,6,Grapholita
Q105017136,6,Molineria latifolia latifolia
Q1534675,6,Paria Whitestart
Q162316,6,Bergenia purpurascens
Q4348651,6,Thermopsis montana
Q244210,6,African dwarf frog
Q3201483,6,curled octopus
Q1356296,6,Phellinus igniarius
Q127811,6,Black-mantled Goshawk
Q1450735,6,Lavandula dentata
Q3043686,6,Red-tailed Minla
Q576662,6,Dusky-throated Antshrike
Q2469422,6,Tetilla japonica
Q108111984,6,Mnesarchaea hudsoni
Q4229055,6,Coluria geoides
Q1272199,6,Crowned Slaty Flycatcher
Q4043278,6,Lycaena boldenarum
Q144246,6,Chiapas catfish
Q158032,6,Diplotaxis
Q693392,6,Quercus kelloggii
Q17184459,6,Thelypteris parasitica
Q21398531,6,Roldana aschenborniana
Q612556,6,Aloe thorncroftii
Q898341,6,Psyche casta
Q927398,6,Red-rumped Parrot
Q3016755,6,Dasineura
Q1943921,6,Smaragdina
Q11076806,6,Codonopsis subscaposa
Q15584660,6,Ambrosia hispida
Q6053590,6,Orthosphenia mexicana
Q135100,6,Ripon Barbel
Q2037211,6,Pseudotragiscus venus
Q15579649,6,Ozothamnus lycopodioides
Q2310963,6,Allostichaster polyplax
Q28431728,6,Metopivaria elongata
Q2947096,6,Cetorhinus
Q1262269,6,Yellow-necked Spurfowl
Q134083,6,Kangaroo Island dunnart
Q12265907,6,Janpanese Leaf Warbler
Q4911909,6,Lissoclinum patella
Q1535267,6,Tolypothrix
Q18076753,6,Ruta pinnata
Q17565381,6,Rawsonia lucida
